hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
ana,2.55.8.93382,2091,4328,201,383,,,263,525,155,326,191,398,143,316,,,,,200,391,167,338,224,465,176,395,,,215,441,156,350
ana,2.55.9.93565,23,46,4,8,,,3,4,6,8,2,2,0,3,,,,,3,5,0,2,1,3,0,2,,,3,4,1,5
ana,2.55.9.93613,265,536,27,51,,,34,74,19,36,25,47,21,40,,,,,26,49,26,42,20,50,29,52,,,19,50,19,45
ana,2.55.9.93640,1568,3401,149,334,,,190,414,102,245,143,323,114,244,,,,,143,308,102,230,193,381,136,301,,,172,359,124,262
ana,2.55.10.93810,2897,6153,277,598,,,330,727,223,447,273,588,224,477,,,,,270,561,206,450,271,603,286,602,,,280,591,257,509
ana,2.55.10.94189,1069,2219,88,183,,,133,259,76,161,113,221,97,181,,,,,105,217,73,163,101,232,95,204,,,87,208,101,190
ana,2.55.10.94387,1023,2061,87,186,,,130,263,78,143,100,191,66,159,,,,,103,215,67,151,106,193,91,188,,,106,203,89,169
ana,2.55.10.94470,2671,5453,257,525,,,324,611,216,439,236,493,193,386,,,,,242,487,198,444,265,555,263,510,,,272,558,205,445
ana,2.55.12.94714,376,784,36,85,,,49,98,22,47,40,79,28,62,,,,,36,64,18,47,39,64,25,72,,,49,92,34,74
ana,2.55.12.94786,2650,5529,270,522,,,327,698,196,393,231,523,181,413,,,,,253,491,204,447,279,579,254,492,,,251,529,204,442
ana,2.55.13.95213,216,433,26,44,,,31,60,15,28,20,35,19,34,,,,,15,35,15,33,16,41,20,35,,,19,51,20,37
ana,2.55.13.95301,646,1332,73,137,,,60,162,42,83,67,125,45,100,,,,,51,98,59,109,59,130,68,138,,,74,142,48,108
anduin,2.53.0.83004,1437,3042,135,266,,,109,239,116,229,104,210,118,255,123,276,,,123,243,112,258,121,276,130,256,,,127,267,119,267
anduin,2.53.0.83077,29,44,1,2,,,2,4,2,3,2,4,4,6,1,1,,,3,4,3,4,4,6,3,3,,,2,4,2,3
anduin,2.53.0.83086,10998,22278,905,1878,,,936,1892,871,1715,836,1724,837,1747,1008,2033,,,907,1874,919,1787,1021,2014,889,1775,,,934,1958,935,1881
anduin,2.53.1.83632,542,1092,43,90,,,48,94,42,93,49,92,44,88,55,109,,,49,86,37,85,38,87,50,89,,,37,88,50,91
anduin,2.53.1.83716,11391,23487,936,1923,,,880,1877,866,1785,952,1889,974,1999,989,2134,,,928,1961,900,1840,978,2082,987,1976,,,1013,2030,988,1991
anduin,2.53.2.84200,519,1038,37,86,,,41,69,43,81,35,74,46,91,42,99,,,36,81,44,85,58,102,40,87,,,46,89,51,94
anduin,2.53.3.84249,22586,46359,1789,3800,,,1762,3731,1783,3638,1781,3588,1785,3605,2012,4229,,,1884,3886,1830,3779,2143,4274,1866,3775,,,1984,4020,1967,4034
anduin,2.54.0.85027,14692,30082,1251,2595,,,1292,2652,1110,2326,1197,2428,1198,2459,1297,2667,,,1268,2552,1199,2492,1383,2720,1209,2484,1049,2163,,,1239,2544
anduin,2.54.1.85267,3579,6927,308,558,,,292,590,295,573,297,559,277,534,321,628,,,334,604,288,580,320,608,314,598,226,495,,,307,600
anduin,2.54.1.85311,14393,27627,1138,2246,,,1217,2379,1145,2230,1213,2282,1228,2289,1299,2531,,,1167,2253,1153,2259,1296,2446,1183,2303,1039,1987,,,1315,2422
anduin,2.54.2.85551,807,1568,58,124,,,70,130,73,116,47,105,74,142,62,139,,,76,149,60,120,79,148,75,145,61,118,,,72,132
anduin,2.54.2.85576,11996,23745,966,1915,,,989,1990,938,1865,955,1931,998,2015,1062,2114,,,1067,2070,997,1941,1122,2150,999,1977,882,1766,,,1021,2011
anduin,2.54.2.85894,16901,33359,1371,2711,,,1418,2827,1372,2796,1384,2719,1401,2706,1437,2919,,,1394,2746,1417,2802,1480,2883,1464,2810,1343,2603,,,1420,2837
anduin,2.54.3.86223,31123,60887,2509,4895,,,2477,4890,2474,4846,2837,5445,2717,5348,2754,5568,,,2583,5031,2466,4813,2535,4756,2597,5154,2314,4552,,,2860,5589
anduin,2.55.0.86938,25482,51738,2026,4155,,,2067,4338,2080,4188,2190,4336,2093,4245,2300,4726,,,2138,4204,2076,4262,2316,4521,2179,4452,1871,3912,,,2146,4399
anduin,2.55.1.87306,21688,43966,1827,3649,,,1817,3672,1743,3588,1776,3591,1745,3605,1979,4107,,,1859,3573,1722,3619,1973,3842,1835,3715,1595,3249,,,1817,3756
anduin,2.55.2.87774,11124,22518,943,1869,,,958,1956,833,1798,925,1837,934,1837,982,2015,,,948,1937,939,1849,1026,2004,957,1925,782,1635,,,897,1856
anduin,2.55.2.87990,4936,10060,411,824,,,384,786,435,862,410,838,406,838,451,933,,,388,774,394,817,423,846,463,939,356,723,,,415,880
anduin,2.55.2.88122,22399,45415,1772,3682,,,1964,4005,1757,3546,1987,3827,1822,3804,2027,4132,,,1849,3747,1872,3813,1963,3919,1903,3805,1616,3383,,,1867,3752
anduin,2.55.3.88481,28980,58573,2335,4783,,,2556,5097,2297,4700,2400,4858,2333,4751,2532,5199,,,2308,4671,2413,4957,2605,5027,2668,5251,2097,4314,,,2436,4965
anduin,2.55.3.88936,24897,50523,2059,4142,,,2113,4334,1997,4114,2059,4172,2030,4088,2182,4486,,,2010,4021,2081,4309,2120,4274,2181,4369,1887,3804,,,2178,4410
anduin,2.55.3.89566,7659,15649,591,1245,,,681,1397,616,1284,648,1321,626,1263,673,1408,,,603,1232,649,1306,662,1320,657,1338,565,1139,,,688,1396
anduin,2.55.3.89754,44900,91495,4036,8214,,,4158,8551,3846,8048,4133,8241,3948,8104,,,,,3863,7929,4011,8335,4338,8631,4230,8599,,,4194,8367,4143,8476
anduin,2.55.3.90670,14472,29564,1338,2695,,,1415,2741,1237,2661,1342,2702,1216,2579,,,,,1256,2562,1211,2631,1339,2722,1409,2816,,,1350,2736,1359,2719
anduin,2.55.3.91020,526,1041,47,95,,,43,84,46,93,57,99,51,93,,,,,42,83,47,102,53,104,52,108,,,46,86,42,94
anduin,2.55.3.91081,851,1698,69,146,,,74,153,90,165,79,160,82,157,,,,,72,148,56,151,68,146,88,164,,,83,157,90,151
anduin,2.55.3.91093,14615,29865,1291,2625,,,1401,2810,1264,2645,1341,2746,1273,2654,,,,,1288,2645,1295,2715,1346,2672,1404,2829,,,1343,2738,1369,2786
anduin,2.55.4.91368,1538,3093,133,259,,,146,295,136,273,136,313,128,265,,,,,142,274,141,264,141,283,141,296,,,152,277,142,294
anduin,2.55.4.91418,20574,42227,1817,3790,,,1889,3885,1773,3851,1899,3793,1882,3758,,,,,1754,3651,1842,3833,1876,3930,1945,3960,,,1962,3868,1935,3908
anduin,2.55.4.91769,28647,58082,2474,5133,,,2699,5465,2476,5098,2649,5293,2523,5090,,,,,2494,5022,2513,5247,2782,5476,2713,5456,,,2697,5404,2627,5398
anduin,2.55.5.92264,21938,43737,1915,3883,,,2112,4181,1913,3903,2046,4051,1853,3724,,,,,1932,3888,1870,3878,2100,4085,2135,4097,,,2030,3979,2032,4068
anduin,2.55.6.92665,15687,31346,1389,2807,,,1431,2922,1391,2728,1398,2801,1446,2908,,,,,1363,2703,1415,2899,1523,2906,1439,2886,,,1445,2848,1447,2938
anduin,2.55.7.93009,1750,3544,167,322,,,160,337,153,307,144,325,162,313,,,,,148,292,168,342,165,319,161,327,,,159,324,163,336
anduin,2.55.7.93054,6110,11983,567,1100,,,552,1104,542,1081,569,1077,536,1072,,,,,511,1067,538,1100,583,1093,588,1112,,,564,1098,560,1079
anduin,2.55.7.93151,6080,12044,579,1128,,,583,1128,521,1065,517,1052,519,1054,,,,,515,1047,570,1132,584,1106,616,1164,,,536,1086,540,1082
anduin,2.55.8.93357,713,1411,64,134,,,81,154,58,111,52,114,69,119,,,,,70,132,53,116,76,134,69,140,,,63,135,58,122
anduin,2.55.8.93382,10386,20769,921,1861,,,981,1988,883,1775,910,1848,897,1801,,,,,921,1863,940,1879,996,1974,991,1983,,,970,1865,976,1932
anduin,2.55.9.93565,110,214,7,19,,,11,22,6,14,8,14,12,19,,,,,10,16,10,17,13,24,15,27,,,11,24,7,18
anduin,2.55.9.93613,1361,2740,126,240,,,116,241,128,264,129,249,120,226,,,,,133,260,106,247,133,245,118,253,,,128,256,124,259
anduin,2.55.9.93640,8944,17845,801,1581,,,827,1636,737,1529,792,1591,778,1554,,,,,820,1629,801,1598,875,1741,830,1651,,,833,1636,850,1699
anduin,2.55.10.93810,14104,28375,1233,2540,,,1295,2639,1257,2543,1282,2574,1243,2479,,,,,1212,2451,1233,2519,1337,2665,1395,2702,,,1352,2659,1265,2604
anduin,2.55.10.94189,3255,6501,280,546,,,278,562,262,562,303,596,287,613,,,,,295,554,306,601,328,635,292,615,,,323,614,301,603
anduin,2.55.10.94387,3812,7598,325,669,,,371,744,277,627,361,682,322,654,,,,,334,688,359,709,356,705,364,711,,,384,749,359,660
anduin,2.55.10.94470,11289,22761,953,1996,,,1053,2146,1043,2056,956,2027,1010,1981,,,,,1001,2020,972,2027,1116,2109,1056,2171,,,1091,2131,1038,2097
anduin,2.55.12.94714,1521,3088,136,286,,,129,276,141,290,143,274,138,285,,,,,138,266,126,273,128,273,152,296,,,138,271,152,298
anduin,2.55.12.94786,11666,23502,1035,2135,,,1104,2138,1032,2044,1056,2111,984,2046,,,,,1036,2103,1058,2123,1110,2181,1071,2167,,,1094,2228,1086,2226
anduin,2.55.13.95213,875,1826,59,154,,,81,158,91,167,74,155,81,170,,,,,68,158,75,163,96,179,77,158,,,95,186,78,178
anduin,2.55.13.95301,2768,5602,250,495,,,251,517,236,490,240,508,257,497,,,,,245,497,211,454,278,532,279,554,,,269,542,252,516
anubarak,2.53.0.83004,1265,2323,98,177,,,109,177,96,194,114,189,96,185,127,208,,,84,183,115,198,94,166,106,199,,,104,219,122,228
anubarak,2.53.0.83077,13,36,1,6,,,1,1,0,1,2,3,3,6,0,1,,,1,4,0,2,1,3,0,2,,,0,1,4,6
anubarak,2.53.0.83086,8717,15975,585,1150,,,667,1207,774,1370,681,1221,705,1285,853,1534,,,696,1248,818,1473,657,1226,742,1410,,,747,1394,792,1457
anubarak,2.53.1.83632,355,681,25,45,,,21,48,36,72,27,56,30,52,37,75,,,31,59,30,58,33,57,31,56,,,26,52,28,51
anubarak,2.53.1.83716,8356,15589,609,1168,,,626,1185,720,1364,711,1279,692,1329,797,1467,,,643,1194,726,1391,604,1172,726,1345,,,765,1363,737,1332
anubarak,2.53.2.84200,441,790,44,71,,,29,56,33,62,48,71,39,69,49,86,,,31,55,42,76,35,60,26,54,,,37,65,28,65
anubarak,2.53.3.84249,19747,36885,1432,2747,,,1561,2948,1673,3157,1635,2962,1590,3004,1831,3504,,,1486,2786,1746,3205,1546,2890,1770,3243,,,1719,3103,1758,3336
anubarak,2.54.0.85027,7619,14179,583,1100,,,530,1014,628,1138,621,1152,656,1225,696,1375,,,621,1103,670,1279,586,1103,617,1182,697,1235,,,714,1273
anubarak,2.54.1.85267,1518,2875,112,229,,,121,218,125,240,123,236,133,255,135,270,,,101,201,134,266,127,227,128,246,129,230,,,150,257
anubarak,2.54.1.85311,7230,13726,569,1110,,,516,1028,602,1126,614,1104,587,1107,672,1279,,,540,1036,618,1175,544,1099,654,1255,677,1206,,,637,1201
anubarak,2.54.2.85551,443,857,38,66,,,31,62,37,81,43,70,44,77,43,75,,,27,72,38,71,29,67,30,75,48,72,,,35,69
anubarak,2.54.2.85576,7049,13268,524,985,,,542,1021,586,1110,575,1092,557,1072,663,1272,,,562,1057,589,1150,596,1093,627,1169,617,1101,,,611,1146
anubarak,2.54.2.85894,10234,19037,824,1581,,,758,1460,863,1633,861,1500,859,1576,879,1715,,,764,1450,922,1650,761,1464,871,1654,932,1654,,,940,1700
anubarak,2.54.3.86223,17094,31819,1400,2671,,,1331,2409,1320,2496,1467,2656,1484,2743,1651,3112,,,1291,2412,1418,2585,1168,2194,1431,2748,1505,2772,,,1628,3021
anubarak,2.55.0.86938,15264,29284,1184,2304,,,1148,2282,1242,2364,1296,2329,1269,2443,1382,2681,,,1167,2315,1354,2607,1249,2426,1273,2461,1302,2397,,,1398,2675
anubarak,2.55.1.87306,15509,29459,1172,2274,,,1193,2315,1227,2422,1302,2332,1270,2416,1366,2656,,,1222,2354,1332,2551,1267,2403,1277,2457,1321,2388,,,1560,2891
anubarak,2.55.2.87774,8368,15990,665,1260,,,671,1251,642,1267,683,1275,637,1222,715,1400,,,677,1295,743,1434,665,1325,723,1382,714,1323,,,833,1556
anubarak,2.55.2.87990,3658,6925,255,510,,,265,497,306,574,289,536,338,605,337,650,,,256,495,318,646,304,569,340,644,265,510,,,385,689
anubarak,2.55.2.88122,14523,27649,1127,2229,,,1093,2135,1220,2346,1158,2146,1170,2259,1293,2452,,,1205,2234,1291,2426,1146,2188,1157,2261,1236,2269,,,1427,2704
anubarak,2.55.3.88481,18910,35445,1463,2824,,,1393,2699,1574,2942,1539,2739,1521,2859,1687,3202,,,1465,2744,1654,3085,1478,2795,1582,2979,1675,2973,,,1879,3604
anubarak,2.55.3.88936,16216,30656,1214,2387,,,1182,2354,1283,2465,1324,2435,1327,2493,1448,2751,,,1272,2395,1385,2592,1289,2430,1383,2615,1461,2647,,,1648,3092
anubarak,2.55.3.89566,4983,9507,383,743,,,352,714,399,761,422,744,396,770,459,888,,,395,725,441,865,398,739,409,790,405,784,,,524,984
anubarak,2.55.3.89754,27489,52823,2339,4576,,,2225,4468,2481,4775,2486,4531,2389,4608,,,,,2333,4513,2699,5130,2372,4661,2454,4929,,,2602,4799,3109,5833
anubarak,2.55.3.90670,8832,16906,729,1421,,,747,1419,816,1599,806,1500,758,1514,,,,,742,1476,835,1549,772,1481,810,1571,,,814,1525,1003,1851
anubarak,2.55.3.91020,270,524,21,47,,,24,40,24,42,22,48,30,54,,,,,19,39,21,51,27,55,27,48,,,26,46,29,54
anubarak,2.55.3.91081,498,925,36,80,,,44,81,44,84,40,69,41,75,,,,,44,87,53,88,55,93,35,77,,,43,83,63,108
anubarak,2.55.3.91093,8998,16975,743,1473,,,713,1384,811,1556,795,1480,814,1495,,,,,734,1445,823,1575,793,1482,852,1576,,,853,1557,1067,1952
anubarak,2.55.4.91368,924,1763,89,163,,,78,145,94,163,86,164,75,159,,,,,79,137,82,156,80,153,84,172,,,89,163,88,188
anubarak,2.55.4.91418,12420,23805,1012,2014,,,1050,2024,1123,2108,1078,2000,1116,2131,,,,,1049,2056,1268,2347,1048,2076,1124,2219,,,1142,2140,1410,2690
anubarak,2.55.4.91769,17462,33363,1505,2922,,,1436,2814,1512,2870,1593,2905,1541,2925,,,,,1512,2944,1565,3074,1480,2949,1641,3084,,,1590,2991,2087,3885
anubarak,2.55.5.92264,11533,22293,953,1946,,,1045,2021,970,1885,1061,1939,1010,1986,,,,,946,1884,1088,2095,982,1960,1051,2015,,,1112,2029,1315,2533
anubarak,2.55.6.92665,8898,17009,754,1461,,,709,1460,863,1573,808,1499,786,1502,,,,,789,1478,832,1571,783,1553,788,1498,,,794,1480,992,1934
anubarak,2.55.7.93009,917,1846,71,153,,,79,163,91,165,60,138,70,162,,,,,76,154,103,196,72,141,84,174,,,92,172,119,228
anubarak,2.55.7.93054,3305,6325,263,528,,,271,517,317,575,281,530,316,592,,,,,245,493,325,612,287,562,319,631,,,298,550,383,735
anubarak,2.55.7.93151,3205,6190,257,537,,,250,545,289,545,284,527,301,555,,,,,261,532,325,582,293,574,303,566,,,289,545,353,682
anubarak,2.55.8.93357,385,730,30,64,,,35,68,24,56,33,53,29,63,,,,,35,63,43,71,33,66,30,71,,,42,71,51,84
anubarak,2.55.8.93382,5834,11184,477,932,,,463,902,493,958,546,988,520,991,,,,,467,928,581,1082,524,1004,505,1002,,,542,1029,716,1368
anubarak,2.55.9.93565,67,132,4,8,,,6,12,6,9,7,14,3,8,,,,,7,15,11,24,5,9,6,11,,,5,13,7,9
anubarak,2.55.9.93613,818,1559,78,151,,,66,128,71,134,87,145,77,142,,,,,65,135,71,129,71,130,67,141,,,73,152,92,172
anubarak,2.55.9.93640,5695,10960,461,975,,,484,947,517,975,517,920,521,976,,,,,515,964,512,955,457,961,534,1047,,,505,953,672,1287
anubarak,2.55.10.93810,9301,17539,788,1537,,,826,1480,795,1511,816,1488,824,1532,,,,,798,1523,873,1642,781,1548,856,1684,,,787,1517,1157,2077
anubarak,2.55.10.94189,2107,4044,166,318,,,159,324,189,341,199,358,205,383,,,,,187,339,188,389,168,350,185,391,,,201,364,260,487
anubarak,2.55.10.94387,2387,4611,175,383,,,219,420,207,399,220,399,225,432,,,,,193,380,227,451,193,374,217,408,,,215,409,296,556
anubarak,2.55.10.94470,6907,13147,591,1185,,,581,1148,593,1172,618,1089,611,1203,,,,,545,1051,612,1203,631,1163,607,1191,,,641,1151,877,1591
anubarak,2.55.12.94714,919,1749,78,140,,,68,145,90,166,81,157,82,159,,,,,70,147,77,154,88,144,70,142,,,93,169,122,226
anubarak,2.55.12.94786,6685,13123,562,1143,,,569,1129,538,1062,640,1190,586,1118,,,,,552,1173,675,1275,588,1156,594,1166,,,583,1168,798,1543
anubarak,2.55.13.95213,512,1018,43,80,,,40,88,52,104,41,80,47,76,,,,,37,98,54,95,33,75,52,112,,,48,92,65,118
anubarak,2.55.13.95301,1631,3116,147,304,,,132,251,135,255,157,274,145,278,,,,,127,237,140,278,145,270,139,296,,,155,282,209,391
artanis,2.53.0.83004,1080,2141,223,471,,,120,238,76,122,68,150,74,132,141,267,,,42,91,65,143,61,123,78,133,,,74,139,58,132
artanis,2.53.0.83077,20,38,3,6,,,3,5,2,4,3,6,3,3,1,2,,,0,1,0,2,2,2,1,2,,,,,2,5
artanis,2.53.0.83086,7248,14695,1513,3104,,,820,1639,425,832,588,1177,474,957,954,1889,,,353,753,475,987,351,767,419,815,,,467,931,409,844
artanis,2.53.1.83632,350,689,72,148,,,36,73,12,36,29,53,19,37,50,93,,,23,39,30,55,18,33,32,53,,,15,34,14,35
artanis,2.53.1.83716,7526,14977,1600,3181,,,895,1691,413,850,615,1214,425,904,988,1846,,,360,782,521,1017,353,707,417,839,,,490,1017,449,929
artanis,2.53.2.84200,515,1011,87,188,,,57,112,33,65,41,77,28,56,70,130,,,33,62,43,84,21,48,36,59,,,34,68,32,62
artanis,2.53.3.84249,16965,34112,3296,6630,,,1975,3814,1067,2053,1299,2744,1083,2300,2201,4243,,,867,1798,1234,2368,909,1878,992,2012,,,1088,2228,954,2044
artanis,2.54.0.85027,6819,13224,1361,2651,,,781,1465,419,805,584,1135,407,822,938,1645,,,309,664,444,868,361,746,384,744,423,855,,,408,824
artanis,2.54.1.85267,1273,2547,243,496,,,147,284,52,140,108,227,69,150,198,355,,,63,140,86,168,77,144,69,141,74,152,,,87,150
artanis,2.54.1.85311,6079,11963,1218,2413,,,725,1378,395,721,462,964,379,718,840,1588,,,271,561,388,757,281,600,373,701,353,758,,,394,804
artanis,2.54.2.85551,672,1262,104,219,,,76,133,54,86,56,100,45,84,89,150,,,41,75,50,97,38,79,36,74,47,79,,,36,86
artanis,2.54.2.85576,9062,17000,1511,2881,,,1055,1880,575,1059,759,1471,579,1091,1224,2121,,,487,953,701,1277,517,1063,536,1014,539,1074,,,579,1116
artanis,2.54.2.85894,12373,23167,2037,3792,,,1397,2498,809,1504,1018,1982,802,1538,1608,2900,,,697,1360,883,1665,708,1392,757,1445,799,1539,,,858,1552
artanis,2.54.3.86223,20953,39260,3501,6545,,,2403,4423,1357,2445,1821,3557,1372,2695,2900,5056,,,1063,2056,1385,2587,1082,2152,1276,2377,1371,2595,,,1422,2772
artanis,2.55.0.86938,20577,38704,3399,6331,,,2525,4539,1301,2514,1688,3272,1379,2625,2618,4656,,,1131,2210,1492,2839,1169,2275,1204,2325,1274,2446,,,1397,2672
artanis,2.55.1.87306,18463,34807,2905,5546,,,2346,4137,1271,2346,1596,3084,1212,2292,2359,4221,,,971,1973,1332,2534,1071,2079,1105,2108,1108,2173,,,1187,2314
artanis,2.55.2.87774,8621,16376,1394,2632,,,1052,1920,583,1058,757,1476,563,1088,1065,1908,,,440,914,644,1209,512,1012,489,986,564,1063,,,558,1110
artanis,2.55.2.87990,3588,6881,613,1129,,,414,775,248,480,266,548,249,484,468,868,,,166,340,295,548,168,359,234,420,230,466,,,237,464
artanis,2.55.2.88122,15159,29278,2536,4905,,,1809,3391,981,1876,1285,2553,973,1905,1955,3655,,,775,1554,1100,2170,889,1696,875,1716,962,1909,,,1019,1948
artanis,2.55.3.88481,18341,35654,3121,6060,,,2337,4302,1164,2275,1477,3008,1170,2304,2372,4368,,,915,1921,1376,2650,1022,2068,1079,2068,1143,2255,,,1165,2375
artanis,2.55.3.88936,15896,31123,2741,5357,,,1985,3755,1026,2001,1274,2590,979,1939,2106,3927,,,772,1593,1184,2283,863,1769,908,1807,960,1928,,,1098,2174
artanis,2.55.3.89566,5048,9790,841,1667,,,669,1183,306,607,397,837,354,650,673,1207,,,255,499,357,727,312,594,268,537,282,629,,,334,653
artanis,2.55.3.89754,26675,51776,5171,10205,,,3874,7136,1864,3541,2454,4838,1799,3624,,,,,1548,3118,2210,4223,1795,3537,1729,3352,,,2338,4501,1893,3701
artanis,2.55.3.90670,8119,16095,1704,3258,,,1197,2223,572,1093,713,1508,557,1140,,,,,424,892,635,1296,519,1035,469,1012,,,714,1416,615,1222
artanis,2.55.3.91020,311,604,52,116,,,47,87,26,48,29,52,23,45,,,,,20,37,24,46,20,36,17,37,,,22,46,31,54
artanis,2.55.3.91081,474,903,103,182,,,62,125,36,56,48,102,32,60,,,,,26,50,39,75,28,56,31,63,,,45,82,24,52
artanis,2.55.3.91093,8660,16607,1760,3326,,,1263,2370,606,1116,790,1550,576,1123,,,,,459,970,722,1349,594,1143,501,982,,,780,1463,609,1215
artanis,2.55.4.91368,829,1635,175,344,,,115,235,49,104,76,155,53,110,,,,,44,91,76,133,53,108,58,102,,,64,133,66,120
artanis,2.55.4.91418,11662,22832,2412,4825,,,1693,3154,833,1581,1021,2029,811,1569,,,,,692,1387,908,1764,714,1470,705,1345,,,1007,2058,866,1650
artanis,2.55.4.91769,15781,31045,3313,6478,,,2288,4295,1037,2021,1382,2852,1064,2135,,,,,905,1816,1250,2433,1008,2070,957,1910,,,1467,2877,1110,2158
artanis,2.55.5.92264,10401,20361,2308,4400,,,1491,2860,675,1360,888,1814,667,1396,,,,,582,1214,799,1488,676,1320,623,1197,,,931,1818,761,1494
artanis,2.55.6.92665,7304,14497,1647,3187,,,1119,2142,481,952,624,1271,482,965,,,,,394,822,529,1077,459,952,412,823,,,660,1293,497,1013
artanis,2.55.7.93009,788,1568,155,338,,,117,219,51,89,55,114,51,118,,,,,55,96,64,132,68,123,46,88,,,66,140,60,111
artanis,2.55.7.93054,2773,5392,618,1202,,,380,726,196,360,223,464,171,350,,,,,182,365,227,412,135,321,178,331,,,256,474,207,387
artanis,2.55.7.93151,2601,5155,574,1147,,,377,683,165,328,221,469,158,341,,,,,144,299,212,432,191,350,146,306,,,235,449,178,351
artanis,2.55.8.93357,319,634,65,137,,,53,102,24,47,29,47,23,46,,,,,19,35,22,39,16,38,17,37,,,28,56,23,50
artanis,2.55.8.93382,4731,9193,1069,2086,,,710,1286,314,571,395,787,366,672,,,,,257,551,317,692,302,557,259,519,,,413,816,329,656
artanis,2.55.9.93565,58,108,16,26,,,15,25,6,8,4,5,1,8,,,,,2,10,2,5,3,3,2,5,,,1,3,6,10
artanis,2.55.9.93613,645,1275,152,286,,,97,185,37,80,52,106,36,80,,,,,42,83,40,82,42,93,38,74,,,55,107,54,99
artanis,2.55.9.93640,4397,8705,989,1979,,,670,1235,332,585,346,704,279,568,,,,,247,505,347,688,248,544,225,463,,,391,789,323,645
artanis,2.55.10.93810,6926,13839,1563,3161,,,1047,1956,485,955,569,1212,480,904,,,,,374,775,539,1056,407,861,394,815,,,586,1171,482,973
artanis,2.55.10.94189,1401,2876,309,652,,,234,429,97,202,121,240,105,209,,,,,70,162,88,213,78,176,76,165,,,128,235,95,193
artanis,2.55.10.94387,1605,3135,366,731,,,225,436,89,191,137,267,95,197,,,,,85,183,133,247,116,204,123,226,,,141,255,95,198
artanis,2.55.10.94470,4933,9775,1125,2207,,,708,1387,356,704,428,857,327,645,,,,,274,552,367,727,303,636,268,571,,,441,855,336,634
artanis,2.55.12.94714,682,1345,148,316,,,90,178,39,74,59,117,51,96,,,,,38,68,48,105,41,79,45,79,,,76,140,47,93
artanis,2.55.12.94786,5201,10421,1133,2294,,,756,1444,366,696,437,879,347,700,,,,,305,608,420,864,325,667,303,618,,,457,946,352,705
artanis,2.55.13.95213,394,808,93,190,,,53,98,29,61,35,69,24,43,,,,,21,42,32,59,26,55,22,51,,,32,77,27,63
artanis,2.55.13.95301,1211,2382,285,554,,,181,347,79,158,102,203,84,170,,,,,61,121,87,173,80,157,55,127,,,108,210,89,162
arthas,2.53.0.83004,636,1194,62,105,,,60,109,57,98,42,89,60,116,43,92,,,55,92,50,98,49,92,52,91,,,52,103,54,109
arthas,2.53.0.83077,14,23,1,2,,,1,1,2,2,0,1,1,2,3,3,,,1,1,0,3,1,1,3,5,,,1,1,0,1
arthas,2.53.0.83086,5052,9589,451,830,,,411,802,416,776,445,814,407,819,466,904,,,455,833,436,821,386,725,390,705,,,353,734,436,826
arthas,2.53.1.83632,230,431,20,42,,,21,38,16,36,18,38,17,34,21,36,,,18,32,31,41,18,27,17,34,,,20,37,13,36
arthas,2.53.1.83716,4789,9296,438,864,,,423,809,423,782,374,743,402,798,440,850,,,412,839,404,765,311,644,370,681,,,395,767,397,754
arthas,2.53.2.84200,257,503,26,43,,,33,48,18,46,10,27,20,44,29,57,,,16,32,24,50,21,44,22,41,,,18,29,20,42
arthas,2.53.3.84249,9631,19135,865,1685,,,789,1657,829,1587,775,1523,792,1573,912,1787,,,887,1729,883,1656,685,1432,714,1421,,,753,1505,747,1580
arthas,2.54.0.85027,3339,6539,328,602,,,308,585,248,516,270,504,271,535,354,662,,,284,566,284,546,223,462,235,441,280,566,,,254,554
arthas,2.54.1.85267,657,1342,64,125,,,58,125,55,114,41,98,51,109,67,112,,,51,108,49,115,55,106,52,106,47,101,,,67,123
arthas,2.54.1.85311,3065,6110,279,536,,,273,574,286,520,216,453,254,514,298,560,,,263,517,263,505,216,452,222,464,275,557,,,220,458
arthas,2.54.2.85551,174,372,16,34,,,23,44,16,31,9,22,18,31,12,31,,,11,30,15,30,14,32,9,24,12,28,,,19,35
arthas,2.54.2.85576,2981,5977,284,536,,,257,559,244,449,231,487,235,482,266,548,,,238,495,223,483,243,445,193,392,313,588,,,254,513
arthas,2.54.2.85894,3986,8101,394,755,,,340,707,335,688,312,627,332,656,375,769,,,332,678,343,686,271,571,312,639,343,685,,,297,640
arthas,2.54.3.86223,6120,12495,571,1147,,,532,1099,454,959,542,1040,501,1036,623,1241,,,554,1145,452,942,410,893,434,886,541,1048,,,506,1059
